unicode,Kanji,Definition,On Readings,Kun Readings
U+7957,祗,respectful,シ,"つつし.む, まさに"
U+795A,祚,"imperial throne, happiness",ソ,"くら.い, さいわ.い"
U+795D,祝,"celebrate, congratulate","シュク, シュウ",いわ.う
U+795E,神,"gods, mind, soul","シン, ジン","かみ, かん-, こう-"
U+795F,祟,"curse, haunt",スイ,"たた.る, たた.り"
U+7960,祠,small shrine,シ,"ほこら, まつる"
U+7962,祢,ancestral shrine,"ネ, デイ, ナイ",
U+7965,祥,"auspicious, happiness, blessedness, good omen, good fortune",ショウ,"さいわ.い, きざ.し, よ.い, つまび.らか"
U+796D,祭,"ritual, offer prayers, celebrate, deify, enshrine, worship",サイ,"まつ.る, まつ.り, まつり"
U+7977,祷,pray,トウ,"いの.る, いの.り, まつ.る"
U+797F,祿,"fief, allowance, pension, grant, happiness",ロク,"さいわ.い, ふち"
U+7981,禁,"prohibition, ban, forbid",キン,
U+7984,禄,"fief, allowance, pension, grant, happiness",ロク,"さいわ.い, ふち"
U+7985,禅,"Zen, silent meditation","ゼン, セン","しずか, ゆず.る"
U+798A,禊,Shinto purification ceremony,"ケイ, カツ","みそぎ, はら.う"
U+798D,禍,"calamity, misfortune, evil, curse",カ,わざわい
U+798F,福,"blessing, fortune, luck, wealth",フク,
U+79A6,禦,"defend, protect, resist, ward off","ギョ, ゴ",ふせ.ぐ
U+79AA,禪,"Zen Buddhism, silent meditation","ゼン, セン","しずか, ゆず.る"
U+79AE,禮,"social custom, manners, courtesy, rites","レイ, ライ",
U+79B0,禰,ancestral shrine,"ネ, デイ, ナイ",
U+79B1,禱,"pray, entreat, beg, plead, prayer",トウ,"いの.る, まつ.る"
U+79BD,禽,"bird, captive, capture",キン,"とり, とりこ"
U+79BF,禿,"become bald, bare, wear out, waste away, little girl employed at a brothel",トク,"ちび.る, かむろ, は.げる, はげ"
U+79C0,秀,"excel, excellence, beauty, surpass",シュウ,ひい.でる
U+79C1,私,"private, I, me",シ,"わたくし, わたし"
U+79CB,秋,autumn,シュウ,"あき, とき"
U+79D1,科,"department, course, section",カ,
U+79D8,秘,"secret, conceal",ヒ,"ひ.める, ひそ.か, かく.す"
U+79E1,秡,damaged grain,"ハツ, バチ",
U+79E3,秣,fodder,"マツ, バツ","まぐさ, まぐさかう"
U+79E4,秤,"balances, scales, steelyard","ショウ, ヒン, ビン",はかり
U+79E6,秦,"Manchu dynasty, name given to naturalized foreigners",シン,はた
U+79E7,秧,"rice, seedlings",オウ,なえ
U+79E9,秩,"regularity, salary, order",チツ,
U+79EC,秬,a type of millet,キョ,くろきび
U+79F0,称,"appellation, praise, admire, name, title, fame",ショウ,"たた.える, とな.える, あ.げる, かな.う, はか.り, はか.る, ほめ.る"
U+79FB,移,"shift, move, change, drift, catch (cold,  fire), pass into",イ,"うつ.る, うつ.す"
U+7A00,稀,"rare, phenomenal, dilute (acid)","キ, ケ","まれ, まばら"
U+7A0B,程,"extent, degree, law, formula, distance, limits, amount",テイ,"ほど, -ほど"
U+7A0D,稍,slightly,"ソウ, ショウ","やや, ようやく"
U+7A17,稗,"humble, deccan grass","ハイ, ヒ",ひえ
U+7A1A,稚,"immature, young","チ, ジ","いとけない, おさない, おくて, おでる"
U+7A1C,稜,"angle, edge, corner, power, majesty","リョウ, ロウ","いつ, かど"
U+7A20,稠,density,"チュウ, チョウ","おお.い, し.げる"
U+7A2E,種,"species, kind, class, variety, seed",シュ,"たね, -ぐさ"
U+7A31,稱,"call, name, brand, address, say",ショウ,"たた.える, とな.える, あ.げる, かな.う, はか.る, ほめ.る"
U+7A32,稲,rice plant,"トウ, テ","いね, いな-"
U+7A37,稷,millet,ショク,きび
U+7A3B,稻,rice plant,"トウ, テ","いね, いな-"
U+7A3C,稼,"earnings, work, earn money",カ,かせ.ぐ
U+7A3D,稽,"think, consider",ケイ,"かんが.える, とど.める"
U+7A3E,稾,"draft, manuscript, rough copy",コウ,"わら, したがき"
U+7A3F,稿,"draft, copy, manuscript, straw",コウ,"わら, したがき"
U+7A40,穀,"cereals, grain",コク,
U+7A42,穂,"ear, ear (grain), head, crest (wave)",スイ,ほ
U+7A4D,積,"volume, product (x*y), acreage, contents, pile up, stack, load, amass",セキ,"つ.む, -づ.み, つ.もる, つ.もり"
U+7A4F,穏,"calm, quiet, moderation",オン,おだ.やか
U+7A57,穗,"ear (of grain), head, crest (of wave)",スイ,ほ
U+7A62,穢,dirty,"アイ, エ, ワイ","けが.す, けが.れ, けが.れる"
U+7A6A,穪,to praise,ショウ,"たた.える, とな.える, あ.げる, かな.う, はか.る, ほめ.る"
U+7A74,穴,"hole, aperture, slit, cave, den",ケツ,あな
U+7A76,究,"research, study","キュウ, ク",きわ.める
U+7A7A,空,"empty, sky, void, vacant, vacuum",クウ,"そら, あ.く, あ.き, あ.ける, から, す.く, す.かす, むな.しい"
U+7A7F,穿,"put on (to the feet), dig, pierce, drill",セン,"うが.つ, は.く"
U+7A81,突,"stab, protruding, thrust, pierce, prick, collision, sudden","トツ, カ",つ.く
U+7A88,窈,quiet,ヨウ,
U+7A93,窓,"window, pane","ソウ, ス","まど, てんまど, けむだし"
U+7A95,窕,quiet,"チョウ, ヨウ",うつく.しい
U+7A97,窗,"window, pane","ソウ, ス","まど, てんまど, けむだし"
U+7A9F,窟,cavern,"クツ, コツ","いわや, いはや, あな"
U+7AA9,窩,"cave, pouch","カ, ワ",むろ
U+7AAE,窮,"hard up, destitute, suffer, perplexed, cornered","キュウ, キョウ","きわ.める, きわ.まる, きわ.まり, きわ.み"
U+7AB6,窶,emaciated,"ロウ, ク, ル","や.つる, や.つれる"
U+7ABB,窻,,"ソウ, ス","まど, てんまど, けむだし"
U+7AC3,竃,"kitchen stove, furnace, oven, hearth",ソウ,"かまど, かま, へっつい"
U+7AC4,竄,flee,"ザン, サン","かく.れる, のが.れる"
U+7AC5,竅,"hole, cave",キョウ,あな
U+7AC8,竈,"hearth, kitchen stove",ソウ,"かまど, かま, へっつい"
U+7ACA,竊,"steal, secret, private, hushed",セツ,"ぬす.む, ひそ.かに"
U+7ACB,立,"stand up, rise, set up, erect","リツ, リュウ, リットル","た.つ, -た.つ, た.ち-, た.てる, -た.てる, た.て-, たて-, -た.て, -だ.て, -だ.てる"
U+7AD2,竒,"strange, strangeness, curiosity",キ,"く.しき, あや.しい, くし.くも, めずら.しい"
U+7ADC,竜,"dragon, imperial","リュウ, リョウ, ロウ","たつ, いせ"
U+7ADF,竟,"end, finally","キョウ, ケイ","おわ.る, ついに, わた.る"
U+7AE0,章,"badge, chapter, composition, poem, design",ショウ,
U+7AE5,童,"juvenile, child",ドウ,わらべ
U+7AEA,竪,"length, height, warp",ジュ,"たて, た.てる, こども"
U+7AEF,端,"edge, origin, end, point, border, verge, cape",タン,"はし, は, はた, -ばた, はな"
U+7AF6,競,"emulate, compete with, bid, sell at auction, bout, contest, race","キョウ, ケイ","きそ.う, せ.る, くら.べる"
U+7AF9,竹,bamboo,チク,たけ
U+7AFA,竺,bamboo,"ジク, チク, トク",
U+7AFF,竿,"pole, rod, scale beam, violin neck",カン,さお
U+7B06,笆,"thorny bamboo, bamboo fence",ハ,
U+7B0B,笋,bamboo shoot,"ジュン, シュン, イン","たけのこ, たかんな"
U+7B11,笑,laugh,ショウ,"わら.う, え.む"
U+7B18,笘,"whip, cane, wooden writing slate","セン, チョウ",
U+7B19,笙,a reed instrument,"ショウ, ソウ",ふえ
U+7B1B,笛,"flute, clarinet, pipe, whistle, bagpipe, piccolo",テキ,ふえ
U+7B20,笠,"bamboo hat, one's influence",リュウ,かさ
U+7B25,笥,"lunch box, clothes chest","ス, シ","け, はこ"
U+7B26,符,"token, sign, mark, tally, charm",フ,
U+7B2C,第,"No., residence","ダイ, テイ",
U+7B39,笹,"bamboo grass, (kokuji)",,ささ
U+7B46,筆,"writing brush, writing, painting brush, handwriting",ヒツ,ふで
U+7B48,筈,"notch of an arrow, ought, must, should be, expected",カツ,"はず, やはず"
U+7B49,等,"etc., and so forth, class (first), quality, equal, similar",トウ,"ひと.しい, など, -ら"
U+7B4B,筋,"muscle, sinew, tendon, fiber, plot, plan, descent",キン,すじ
U+7B4D,筍,bamboo shoot,"ジュン, シュン, イン","たけのこ, たかんな"
U+7B4F,筏,raft,"バツ, ハツ, ボチ",いかだ
U+7B50,筐,bamboo basket,キョウ,"かたみ, かご, はこ"
U+7B51,筑,an ancient musical instrument,チク,
U+7B52,筒,"cylinder, pipe, tube, gun barrel, sleeve",トウ,つつ
U+7B54,答,"solution, answer",トウ,"こた.える, こた.え"
U+7B56,策,"scheme, plan, policy, step, means",サク,
U+7B65,筥,round basket,キョ,
U+7B67,筧,"waterpipe, flume",ケン,かけひ
U+7B6C,筬,"reed, guide for yarn on a loom",セイ,おさ
U+7B6D,筭,"an ancient device for working with numbers, count, calculate, figure",サン,"そろばん, かぞ.える"
U+7B72,筲,"basket, bucket","ソウ, ショウ, サク",かご
U+7B75,筵,straw mat,エン,むしろ
U+7B87,箇,counter for articles,"カ, コ",
U+7B8F,箏,a koto,"ソウ, ショウ",こと
U+7B92,箒,broom,"ソウ, シュウ",ほうき
U+7B94,箔,"foil, gilt",ハク,すだれ
U+7B95,箕,winnowing,キ,み
U+7B97,算,"calculate, divining, number, abacus, probability",サン,そろ
U+7BA1,管,"pipe, tube, wind instrument, drunken talk, control, jurisdiction",カン,くだ
U+7BAA,箪,bamboo rice basket,タン,はこ
U+7BAD,箭,arrow,セン,や
U+7BB1,箱,"box, chest, case, bin, railway car",ソウ,はこ
U+7BB8,箸,chopsticks,"チョ, チャク",はし
U+7BC0,節,"node, season, period, occasion, verse, clause, stanza, honor, joint, knuckle, knob, knot, tune, melody","セツ, セチ","ふし, -ぶし, のっと"
U+7BC4,範,"pattern, example, model",ハン,
U+7BC6,篆,seal-style characters,テン,
U+7BC7,篇,"volume, chapter, book, editing, compilation",ヘン,
U+7BC9,築,"fabricate, build, construct",チク,きず.く
U+7BD7,篗,,ワク,いとわく
U+7BE0,篠,bamboo grass,"ゾウ, ショウ","しの, ささ, すず"
U+7BE4,篤,"fervent, kind, cordial, serious, deliberate",トク,あつ.い
U+7BE6,篦,"spatula, arrow shaft","ヘイ, ハイ","へら, の"
U+7BE9,篩,"sieve, sift, screen","シ, サイ",ふる.う
U+7BED,篭,"seclude oneself, cage, coop, implied","ロウ, ル","かご, こ.める, こも.る, こ.む"
U+7BF7,篷,woven rush awning,ホウ,とま
U+7BFC,篼,sedan,"トウ, ツ",かいばおけ
U+7C00,簀,rough mat (reeds),"サク, ジャク, セキ",す
U+7C0D,簍,bamboo basket,"ル, ロウ",
U+7C11,簑,a coat raincoat,"サ, サイ",みの
U+7C12,簒,rob,"サン, セン",うば.う
U+7C17,簗,"weir, fish trap, (kokuji)",リョウ,やな
U+7C1F,簟,"a type of bamboo, round bamboo lunchbox","タン, テン",たかむしろ
U+7C21,簡,"simplicity, brevity","カン, ケン","えら.ぶ, ふだ"
U+7C3E,簾,"bamboo screen, rattan blind",レン,"すだれ, す"
U+7C3F,簿,"register, record book",ボ,
U+7C43,籃,basket,ラン,かご
U+7C46,籆,,ワク,いとわく
U+7C4D,籍,"enroll, domiciliary register, membership",セキ,
U+7C4F,籏,"flag, banner",キ,はた
U+7C54,籔,"thicket, bush, underbrush, grove",ソウ,やぶ
U+7C5F,籟,rattling of the wind,ライ,ふえ
U+7C60,籠,"basket, devote oneself, seclude oneself, cage, coop, implied","ロウ, ル","かご, こ.める, こも.る, こ.む"
U+7C69,籩,bamboo container for food,ヘン,たかつき
U+7C6C,籬,"rough-woven fence, bamboo hedge",リ,"まがき, かき"
U+7C73,米,"rice, USA, metre","ベイ, マイ, メエトル","こめ, よね"
U+7C7E,籾,"unhulled rice, (kokuji)",,もみ
U+7C82,粂,"used in proper names, (kokuji)",,くめ
U+7C83,粃,empty grain husk,ヒ,"しな, しいな"
U+7C89,粉,"flour, powder, dust",フン,"デシメートル, こ, こな"
U+7C8B,粋,"chic, style, purity, essence, pith, cream, elite, choice",スイ,いき
U+7C92,粒,"grains, drop, counter for tiny particles",リュウ,つぶ
U+7C95,粕,"scrap, waste",ハク,かす
U+7C97,粗,"coarse, rough, rugged",ソ,"あら.い, あら-"
U+7C98,粘,"sticky, glutinous, greasy, persevere",ネン,ねば.る
U+7C9F,粟,millet,"ゾク, ショク, ソク","あわ, もみ"
U+7CA5,粥,rice gruel,"イク, シュク, ジュク","かゆ, かい, ひさ.ぐ"
U+7CA7,粧,"cosmetics, adorn (one's person)",ショウ,
U+7CAE,粮,"food, provisions","リョウ, ロウ",かて
U+7CB2,粲,bright,サン,いい
U+7CB3,粳,ordinary rice,コウ,"うるち, ぬか"
U+7CB9,粹,"pure, unadulterated, select",スイ,いき
U+7CBD,粽,rice dumplings steamed in bamboo leaves,ソウ,ちまき
U+7CBE,精,"refined, ghost, fairy, energy, vitality, semen, excellence, purity, skill","セイ, ショウ","しら.げる, くわ.しい"
U+7CC0,糀,"malt, (kokuji)",,こうじ
U+7CC4,糄,,ヘン,"こめ, やきごめ"
U+7CCA,糊,"paste, glue, sizing","コ, ゴ, コツ",のり
U+7CD5,糕,"cakes, pastry",コウ,こなもち
U+7CD6,糖,sugar,トウ,
U+7CDC,糜,be inflamed,ビ,ただ.れる
U+7CDD,糝,"scattered (grains of rice), mixed","サン, シン",こながき
U+7CDE,糞,"shit, feces, excrement",フン,くそ
U+7CDF,糟,"dregs, sediment, grounds","コウ, ソウ",ぬか
U+7CE0,糠,rice bran,コウ,ぬか
U+7CE7,糧,"provisions, food, bread","リョウ, ロウ",かて
U+7CEF,糯,glutinous rice,"ダ, ナ",もちごめ
U+7CF6,糶,auction,チョウ,"せり, うりよね"
U+7CF8,糸,thread,シ,いと
U+7CFA,糺,"ask, investigate, verify, twist (rope)",キュウ,"ただ.す, あざな.う"
U+7CFB,系,"lineage, system",ケイ,
U+7D00,紀,"chronicle, account, narrative, history, annals, geologic period",キ,
U+7D02,紂,"harness strap, window",チュウ,しりがい
U+7D04,約,"promise, approximately, shrink",ヤク,"つづ.まる, つづ.める, つづま.やか"
U+7D05,紅,"crimson, deep red","コウ, ク","べに, くれない, あか.い"
U+7D0B,紋,"family crest, figures",モン,
U+7D0D,納,"settlement, obtain, reap, pay, supply, store","ノウ, ナッ, ナ, ナン, トウ","おさ.める, -おさ.める, おさ.まる"
U+7D10,紐,"string, cord, braid, lace, tape, strap, ribbon","チュウ, ジュウ",ひも
U+7D17,紗,"gauze, gossamer","サ, シャ",うすぎぬ
U+7D19,紙,paper,シ,かみ
U+7D1B,紛,"distract, be mistaken for, go astray, divert",フン,"まぎ.れる, -まぎ.れ, まぎ.らす, まぎ.らわす, まぎ.らわしい"
U+7D20,素,"elementary, principle, naked, uncovered","ソ, ス",もと
U+7D21,紡,spinning,ボウ,つむ.ぐ
U+7D22,索,"cord, rope, searching, inquiring",サク,
U+7D2B,紫,"purple, violet",シ,むらさき
U+7D2C,紬,pongee (a knotted silk cloth),チュウ,"つむぎ, つむ.ぐ"
U+7D2F,累,"accumulate, involvement, trouble, tie up, continually",ルイ,
U+7D30,細,"dainty, get thin, taper, slender, narrow, detailed, precise",サイ,"ほそ.い, ほそ.る, こま.か, こま.かい"
U+7D35,紵,"flax, linen",チョ,
U+7D39,紹,"introduce, inherit, help",ショウ,
U+7D3A,紺,"dark blue, navy",コン,
U+7D42,終,"end, finish",シュウ,"お.わる, -お.わる, おわ.る, お.える, つい, つい.に"
U+7D43,絃,"string, cord, samisen music",ゲン,いと
U+7D44,組,"association, braid, plait, construct, assemble, unite, cooperate, grapple",ソ,"く.む, くみ, -ぐみ"
U+7D45,絅,thin silk,ケイ,ひ.く
U+7D46,絆,"bonds, fetters",ハン,"きずな, ほだ.す, つな.ぐ"
U+7D4C,経,"sutra, longitude, pass thru, expire, warp","ケイ, キョウ, キン","へ.る, た.つ, たていと, はか.る, のり"
U+7D50,結,"tie, bind, contract, join, organize, do up hair, fasten","ケツ, ケチ","むす.ぶ, ゆ.う, ゆ.わえる"
U+7D5E,絞,"strangle, constrict, wring",コウ,"しぼ.る, し.める, し.まる"
U+7D66,給,"salary, wage, gift, allow, grant, bestow on",キュウ,"たま.う, たも.う, -たま.え"
U+7D68,絨,wool cloth,ジュウ,
U+7D6E,絮,cotton,"ジョ, ショ",わた
U+7D71,統,"overall, relationship, ruling, governing",トウ,"す.べる, ほび.る"
U+7D72,絲,thread,シ,いと
U+7D75,絵,"picture, drawing, painting, sketch","カイ, エ",
U+7D76,絶,"discontinue, sever, cut off, abstain, interrupt, suppress, be beyond, without match, peerless, unparalleled",ゼツ,"た.える, た.やす, た.つ"
U+7D79,絹,silk,ケン,きぬ
U+7D93,經,"classic works, pass through","ケイ, キョウ","へ.る, た.つ, たていと, はか.る, のり"
U+7D99,継,"inherit, succeed, continue, patch, graft (tree)",ケイ,"つ.ぐ, まま-"
U+7D9A,続,"continue, series, sequel","ゾク, ショク, コウ, キョウ","つづ.く, つづ.ける, つぐ.ない"
U+7DA2,綢,"be clothed in, tie, detailed, fine","チュウ, トウ",まとう
U+7DAD,維,"fiber, tie, rope",イ,
U+7DB1,綱,"hawser, class (genus), rope, cord, cable",コウ,つな
U+7DB2,網,"netting, network",モウ,あみ
U+7DB8,綸,"thread, silk cloth","リン, カン",いと
U+7DBA,綺,"figured cloth, beautiful",キ,あや
U+7DBE,綾,"design, figured cloth, twill",リン,あや
U+7DBF,綿,cotton,メン,わた
U+7DC7,緇,"black clothing, priest",シ,くろ
U+7DCB,緋,"scarlet, cardinal",ヒ,"あけ, あか"
U+7DCF,総,"general, whole, all, full, total",ソウ,"す.べて, すべ.て, ふさ"
U+7DD1,緑,green,"リョク, ロク",みどり
U+7DD2,緒,"thong, beginning, inception, end, cord, strap, mental or emotional state","ショ, チョ","お, いとぐち"
U+7DDA,線,"line, track",セン,すじ
U+7DE1,緡,paper string,"ビン, コン, ミン","さし, つりいと, なわ, ぜにさし"
U+7DE8,編,"compilation, knit, plait, braid, twist, editing, completed poem, part of a book",ヘン,"あ.む, -あ.み"
U+7DE9,緩,"slacken, loosen, relax, lessen, be moderate, ease",カン,"ゆる.い, ゆる.やか, ゆる.む, ゆる.める"
U+7DEC,緬,"fine thread, Burma","メン, ベン",
U+7DF4,練,"practice, gloss, train, drill, polish, refine",レン,"ね.る, ね.り"
U+7DFB,緻,fine (i.e. not coarse),チ,こまか.い
U+7E01,縁,"affinity, relation, connection, edge, border, verge, brink","エン, -ネン","ふち, ふち.どる, ゆかり, よすが, へり, えにし"
U+7E04,縄,"straw rope, cord",ジョウ,"なわ, ただ.す"
U+7E0A,縊,strangle,"イ, エイ","くび.る, くび.れる"
U+7E11,縑,fine silk,ケン,きぬ
U+7E1B,縛,"truss, arrest, bind, tie, restrain",バク,しば.る
U+7E1E,縞,stripe,コウ,"しま, しろぎぬ"
U+7E21,縡,"breath, life",サイ,こと
U+7E23,縣,"county, district, subdivision",ケン,か.ける
U+7E26,縦,"vertical, length, height, self-indulgent, wayward",ジュウ,たて
U+7E2B,縫,"sew, stitch, embroider",ホウ,ぬ.う
U+7E2E,縮,"shrink, contract, shrivel, wrinkle, reduce",シュク,"ちぢ.む, ちぢ.まる, ちぢ.める, ちぢ.れる, ちぢ.らす"
U+7E35,縵,"unpatterned silk, loose","マン, バン",
